,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
82,KT_AI,Grenzen Kt AI,ch.geoportal.politische_und_administrative_grenzen.2835.0.grenzen_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grenzen Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.politische_und_administrative_grenzen.2835.0.grenzen_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte zeigt die politischen und administrativen Grenzen des Kantons Appenzell I.Rh., unter anderem die Kantonsgrenze, die Bezirksgrenzen, die Grenze der Feuerschaugemeinde und die Grundbuchkreise, sowie die Postleitzahlen.",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.politische_und_administrative_grenzen.2835.0.grenzen_kt_ai&mapId=2835&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"bezirksgrenzen, kantonsgrenze, kantons appenzell i, administrativen grenzen, grundbuchkreise, karte zeigt, postleitzahlen, grenze, feuerschaugemeinde",summary,DEU,DE,50
84,KT_AI,Grundlagenkarte BaB Kt SG,ch.geoportal.raumplanung_grundstueckskataster.1164.0.grundlagenkarte_bab_kt_sg,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grundlagenkarte BaB Kt SG||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.raumplanung_grundstueckskataster.1164.0.grundlagenkarte_bab_kt_sg||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Grundlagenkarte zur Beurteilung von Baugesuchen ausserhalb Bauzonen. Das Gewässernetz im Hintergrund enthält farblich speziell gekennzeichnete künstlich geschaffene Gewässernutzungsanlagen.,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.raumplanung_grundstueckskataster.1164.0.grundlagenkarte_bab_kt_sg&mapId=1164&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"beurteilung, baugesuchen ausserhalb bauzonen, grundlagenkarte, gewässernetz",summary,DEU,DE,50
92,KT_AI,Hundeplan und Robidog Gde,ch.geoportal.ver_entsorgung_kommunikation.2855.0.hundeplan_und_robidog_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Hundeplan und Robidog Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.2855.0.hundeplan_und_robidog_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,nan,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.2855.0.hundeplan_und_robidog_gde&mapId=2855&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,,summary,NAN,NA,25
95,KT_AI,Hydrogeologische Karte CH,ch.geoportal.geologie_boden_naturbedingte_risiken.2976.0.hydrogeologische_karte_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Hydrogeologische Karte CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.geologie_boden_naturbedingte_risiken.2976.0.hydrogeologische_karte_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Herausgegeben vom Bundesamt für Umwelt BAFU, der zuständigen Fachstelle der Landesgeologie für die Hydrogeologie. Die Hydrogeologische Karte 1:100‘000 zeigt den Untergrund aus der Sicht von drei Fachbereichen: der Geologie, Hydrologie und Hydrogeologie. Der Untergrund ist nach lithologisch-petrografischen Kriterien und der Durchlässigkeit klassiert. Punkt- und Liniendaten (Quellen, Brunnen, hydraulische Verbindungen, Grundwasservorkommen etc.) zeigen die Zirkulationswege des Grundwassers und dessen Nutzung an Förderbrunnen und Quellfassungen. Die Darstellung im Massstab 100-000 gibt Einblick in die regionalen hydrogeologischen Gegebenheiten. Folgende Karten sind verfügbar: 1. Bözberg/Beromünster, 1972; 2. Bodensee, 1980; 3. Panixerpass, 1985; 4. Biel, 1991/92; 5. Toggenburg, 1993/94; 6. Saane, 1999; 8. Vallorbe - Léman nord, 2006; 7. Basel, 2014. Für die NW-Schweiz wurde ein blattschnittfreier Vektordatensatz der Kartenblätter 4, 6, 7, 8 erstellt. Die Daten können beim BAFU bezogen werden (www.bafu.admin.ch - Daten, Karten, Indikatoren).",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.2976.0.hydrogeologische_karte_ch&mapId=2976&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"saane, 1993, blattschnittfreier vektordatensatz, quellen, grundwassers, förderbrunnen, darstellung, 000 gibt einblick, hydrogeologische karte 1, bundesamt, 4, basel, 2006, herausgegeben, 7, vallorbe, 8, hydrogeologie, panixerpass, petrografischen kriterien, karten, sicht, léman nord, hydrologie, 94, kartenblätter 4, regionalen hydrogeologischen gegebenheiten, hydraulische verbindungen, brunnen, umwelt bafu, bodensee, beim bafu bezogen, folgende karten, massstab 100, zirkulationswege, geologie, 1999, 8 erstellt, 6, 1980, beromünster, daten, durchlässigkeit klassiert, biel, nutzung, bözberg, untergrund, 92, 1985, bafu, drei fachbereichen, indikatoren, 1972, toggenburg, quellfassungen, liniendaten, landesgeologie, grundwasservorkommen etc, 1991, zuständigen fachstelle",summary,DEU,DE,50
96,KT_AI,Informationsquelle Heizung GWR Kt,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2505.0.informationsquelle_heizung_gwr_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Informationsquelle Heizung GWR Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2505.0.informationsquelle_heizung_gwr_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,nan,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2505.0.informationsquelle_heizung_gwr_kt&mapId=2505&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,,summary,DEU,NA,25
97,KT_AI,Informationsquelle Warmwasser GWR Kt,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2506.0.informationsquelle_warmwasser_gwr_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Informationsquelle Warmwasser GWR Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2506.0.informationsquelle_warmwasser_gwr_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,nan,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2506.0.informationsquelle_warmwasser_gwr_kt&mapId=2506&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,,summary,ENG,NA,25
107,KT_AI,Katholische Kirchgemeinden Kt AI,ch.geoportal.politische_und_administrative_grenzen.1620.0.katholische_kirchgemeinden_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Katholische Kirchgemeinden Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.politische_und_administrative_grenzen.1620.0.katholische_kirchgemeinden_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte zeigt die Grenzen der Katholischen Kirche des Kantons Appenzell I. Rh.,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.politische_und_administrative_grenzen.1620.0.katholische_kirchgemeinden_kt_ai&mapId=1620&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"rh, kantons appenzell i, karte zeigt, katholischen kirche, grenzen",summary,DEU,DE,50
121,KT_AI,Landwirtschaftliche Zonengrenzen CH,ch.geoportal.landwirtschaft.1054.0.landwirtschaftliche_zonengrenzen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landwirtschaftliche Zonengrenzen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.landwirtschaft.1054.0.landwirtschaftliche_zonengrenzen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Der digitale Zonengrenzendatensatz besteht aus acht landwirtschaftlichen Produktionszonen und dem Sömmerungsgebiet und bildet den landwirtschaftlichen Produktionskataster. Der landwirtschaftliche Produktionskataster erfasst erschwerende Produktionsverhältnisse und Lebensbedingungen, die bei der Anwendung des Landwirtschaftsgesetzes angemessen zu berücksichtigen sind. Die Rechtsgrundlagen sind in Artikel 4 des Landwirtschaftsgesetzes (SR 910.19) sowie in der Verordnung über den landwirtschaftlichen Produktionskataster und die Ausscheidung von Zonen (SR 912.1) geregelt. Verschiedene Massnahmen im Bereich des Landwirtschaftsgesetzes sind auf die Zoneneinteilung abgestützt. Ein Teil der Direktzahlungen an die Landwirtschaft beispielsweise wird differenziert nach Zonenzugehörigkeit ausgerichtet.",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.1054.0.landwirtschaftliche_zonengrenzen_ch&mapId=1054&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"verordnung, ausscheidung, teil, zonen, artikel 4, anwendung, sr 912, landwirtschaftlichen produktionskataster, digitale zonengrenzendatensatz besteht, sr 910, lebensbedingungen, zonenzugehörigkeit ausgerichtet, landwirtschaftsgesetzes, sömmerungsgebiet, rechtsgrundlagen, verschiedene massnahmen, bereich, landwirtschaft beispielsweise, direktzahlungen, zoneneinteilung abgestützt, acht landwirtschaftlichen produktionszonen, landwirtschaftsgesetzes angemessen",summary,DEU,DE,50
124,KT_AI,Lokalisationsplan Gde,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2833.0.lokalisationsplan_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Lokalisationsplan Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2833.0.lokalisationsplan_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte stellt Strassenachsen und benannte Gebiete mit ihren zugehörigen Hausnummern jeweils in der gleichen Farbe an.,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2833.0.lokalisationsplan_gde&mapId=2833&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"zugehörigen hausnummern jeweils, gleichen farbe, benannte gebiete, karte stellt strassenachsen",summary,DEU,DE,50
125,KT_AI,Löschkreise Kt AI,ch.geoportal.militaer_sicherheit.2717.0.loeschkreise_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Löschkreise Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.militaer_sicherheit.2717.0.loeschkreise_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte zeigt die Perimeter der Löschkreise der Feuerwehr des Kantons Appenzell Innerrhoden.,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.militaer_sicherheit.2717.0.loeschkreise_kt_ai&mapId=2717&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"löschkreise, karte zeigt, perimeter, kantons appenzell innerrhoden, feuerwehr",summary,DEU,DE,50
130,KT_AI,Mobilfunkanlagen CH,ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkanlagen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Mobilfunkanlagen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkanlagen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Kommunikation, als WMS der swisstopo bezogen. Darstellung der Standorte von Mobilfunkstationen.",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkanlagen_ch&mapId=1008&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"kommunikation, darstellung, wms, bundesamtes, geodaten, standorte, swisstopo bezogen, mobilfunkstationen",summary,DEU,DE,50
132,KT_AI,Naturschutzflächen Kt AI,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3102.0.naturschutzflaechen_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Naturschutzflächen Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3102.0.naturschutzflaechen_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte stellt die Naturschutzflächen des Kantons Appenzell Innerrhoden und deren Bewirtschaftung dar.,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3102.0.naturschutzflaechen_kt_ai&mapId=3102&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"naturschutzflächen, deren bewirtschaftung dar, karte stellt, kantons appenzell innerrhoden",summary,DEU,DE,50
134,KT_AI,Öffentliche Einrichtungen Gde Güttingen,ch.geoportal.gebaeude_anlagen.1969.0.oeffentliche_einrichtungen_gde_guettingen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Öffentliche Einrichtungen Gde Güttingen||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.gebaeude_anlagen.1969.0.oeffentliche_einrichtungen_gde_guettingen||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Öffentliche Einrichtungen Güttingen,nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.gebaeude_anlagen.1969.0.oeffentliche_einrichtungen_gde_guettingen&mapId=1969&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,öffentliche einrichtungen güttingen,summary,DEU,DE,50
148,KT_AI,Plakatstandorte Gde Rorschacherberg,ch.geoportal.bevoelkerung_gesellschaft_kultur.2128.0.plakatstandorte_gde_rorschacherberg,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Plakatstandorte Gde Rorschacherberg||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.bevoelkerung_gesellschaft_kultur.2128.0.plakatstandorte_gde_rorschacherberg||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Plakatstandorte Rorschacherberg,Plakat,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.bevoelkerung_gesellschaft_kultur.2128.0.plakatstandorte_gde_rorschacherberg&mapId=2128&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,plakatstandorte rorschacherberg,summary,DEU,DE,75
150,KT_AI,Points of Interest Gde,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.500.0.points_of_interest_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Points of Interest Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.500.0.points_of_interest_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte POI zeigt Orte, Geschäfte und Informationen an, welche von öffentlichem Interesse sind. Die POIs werden nicht von der GEOINFO Applications AG erfasst, sondern über die Dienste OpenStreetMap, SBB, Mobility und Pro Infirmis bezogen. In der Kategorie «Verkehr» sind Abfahrtstabellen/Fahrplan des Öffentlichen Verkehrs integriert. Es werden POIs dieser Kategorien dargestellt: «Freizeit, Kultur & Erholung» Quelle: OpenStreetMap «Gesundheit & Soziales» Quelle: OpenStreetMap «Kinderbetreuung & Bildung» Quelle: OpenStreetMap «Verkehr» Quelle: OpenStreetMap, SBB, Mobility «Verwaltung & öffentliche Sicherheit» Quelle: OpenStreetMap  «Wirtschaft & Dienstleistungen» Quelle: OpenStreetMap  «Hindernisfreier Ortsplan» Quelle: Pro Infirmis",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.500.0.points_of_interest_gde&mapId=500&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"sbb, kultur, mobility, bildung » quelle, pois, openstreetmap « gesundheit, abfahrtstabellen, dienstleistungen » quelle, öffentlichem interesse, soziales » quelle, « freizeit, openstreetmap, openstreetmap « wirtschaft, kategorien dargestellt, pro infirmis, öffentlichen verkehrs integriert, erholung » quelle, fahrplan, mobility « verwaltung, dienste openstreetmap, openstreetmap « kinderbetreuung, pro infirmis bezogen, geschäfte, informationen",summary,DEU,DE,50
154,KT_AI,Radonkarte CH,ch.geoportal.geologie_boden_naturbedingte_risiken.2918.0.radonkarte_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Radonkarte CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.geologie_boden_naturbedingte_risiken.2918.0.radonkarte_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landestopografie, als WMS der swisstopo bezogen. Die Radonkarte zeigt die Wahrscheinlichkeit [%], den Referenzwert von 300 Bq/m3 für die Radonkonzentration in Gebäuden zu überschreiten. Machen Sie den Radon-Check, um die Dringlichkeit einer Radonmessung in Ihrem Gebäude zu bestimmen.",nan,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.2918.0.radonkarte_ch&mapId=2918&filterIds=&format=image/png,nan,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,nan,WMS,5.0,47.34,9.46,9.297 47.225 9.632 47.453,"wahrscheinlichkeit, radonkonzentration, m3, wms, gebäude, geodaten, landestopografie, gebäuden, bundesamtes, 300 bq, swisstopo bezogen, radonkarte zeigt, referenzwert, dringlichkeit, radonmessung",summary,DEU,DE,50
